"","Key Skills","Count"
92,"Монтаж оборудования",1
93,"Монтаж инженерных систем",1
131,"Разработка и внедрение политик и процедур",1
125,"Схемотехника электронного оборудования",1
126,"ЕСКД",1
127,"Управление изменениями",1
128,"Оптимизация бизнес-процессов",1
129,"Реинжиниринг бизнес-процессов",1
130,"Стратегический менеджмент",1
132,"Организационное развитие",1
116,"Верстка",1
133,"Проведение презентаций",1
134,"Организация мероприятий",1
135,"E-Commerce",1
136,"Документооборот",1
137,"Аналитика размещения",1
138,"Таргетинг",1
117,"Тренинги",1
115,"Adobe InDesign",1
94,"Производство пусконаладочных работ",1
104,"Skype",1
96,"VMware",1
97,"Ms Exchange Server",1
99,"DHCP",1
101,"Административно-хозяйственная деятельность",1
102,"Закупка оргтехники и оборудования",1
103,"Consultant Plus",1
105,"MS Office",1
114,"Adobe Illustrator",1
106,"Организация видео-конференцсвязи",1
107,"Администрирование сетевого оборудования",1
108,"Hyper-V",1
109,"Информационная безопасность",1
110,"Технические средства информационной защиты",1
113,"Работа с большим объемом информации",1
222,"Документальное сопровождение",1
