"","Vacancy Name","Count"
279,"инженер сети передачи данных",1
359,"администратор linux",1
367,"начальник отдела ит инфраструктуры",1
366,"senior c net developer",1
365,"инженер сервиса",1
364,"консультант 1саналитик 1с",1
363,"руководитель отдела seo",1
362,"руководитель отдела маркетинга",1
361,"senior developer c python",1
360,"главный системный аналитик дирекция бизнес анализа",1
358,"программист net",1
349,"react node js developer",1
357,"главный бизнес аналитик контроль качества данных",1
356,"инженер трансмиссии",1
355,"ios developer swift",1
354,"devops engineer",1
353,"ux ui дизайнер",1
352,"разработчик python",1
351,"программист python",1
350,"системный инженер devops удаленно",1
325,"qa automation engineer",1
324,"руководитель группы внедрения",1
323,"старший программист 1с",1
289,"видеомейкер видеограф",1
299,"c developer",1
298,"ведущий аналитик",1
297,"scrum master agile coach",1
296,"тестировщик qa engineer",1
294,"go golang developer",1
293,"react native mobile developer",1
292,"ведущий разработчик python",1
290,"руководитель e commerce",1
288,"консультант sap s4 hana mmsdlo",1
322,"программист 1с зуп корп",1
198,"маркетолог дизайнер",1
286,"консультант sap s4 hana fi fi aa fi glсо финансы и контроллинг",1
285,"арт директор digital web uxui",1
284,"it директор",1
283,"ведущий специалист отдела информационных технологий",1
282,"it аналитик wms",1
281,"специалист службы поддержки со знанием казахского и английского языков",1
280,"сетевой инженер",1
300,"программист c",1
301,"android разработчик kotlin",1
302,"python middle developer",1
303,"c senior unity developer",1
321,"руководитель проекта с бэкграундом бизнес системный аналитик",1
320,"tech project manager bitrix",1
319,"менеджер по развитию бизнеса",1
317,"b2b маркетинг менеджер b2b marketing manager",1
316,"директор по ит",1
315,"специалист по тестированию qa engineer",1
314,"старший qa инженер qa lead",1
313,"системный аналитик возможно удаленно",1
312,"программист delphi ms sql",1
311,"консультант аналитик 1с",1
310,"программист delphi lazarus middle senior",1
309,"presale specialist antimalware",1
308,"программист php битрикс24",1
307,"web designer to art director",1
306,"backend phpyii2 specialist",1
305,"seniorlead php developerremote position",1
304,"lead 3d artist",1
199,"android разработчик java и kotlin",1
184,"веб программист",1
197,"senior php developer ведущий разработчик php",1
66,"frontend разработчик junior",1
75,"ведущий разработчик frontend",1
74,"специалист it help desk",1
73,"ведущий консультант 1с",1
72,"таргетолог в образовательный центр study link",1
71,"руководитель 1 й линии технической поддержки удалённо",1
70,"it маркетолог",1
68,"системный администратор linux devops инженер",1
67,"техник оператор",1
65,"специалист технической поддержки поддержка vip пользователей",1
55,"специалист по it",1
64,"seo специалист отдел интернет проектов департамент маркетинга и рекламы",1
63,"старший специалист отдела безопасности",1
62,"аналитик консультант 1с направления управленческий учет",1
61,"front end разработчик vue",1
60,"специалист поддержки 1с консультирование администрирование",1
59,"комьюнити менеджер team lead gambling",1
58,"администратор oracle e business",1
57,"главный специалист отдела информационных технологий",1
77,"webtutor разработчик",1
79,"аналитик математик отдел закупа",1
81,"java developer middle",1
82,"ведущий проектировщик слаботочных систем",1
99,"qa engineer тестировщик по",1
98,"разработчик",1
97,"оператор call центра со знанием казахского языка и русского языка",1
96,"специалист службы поддержки пользователей со знанием казахского языка",1
95,"дизайнер uiux",1
94,"customer success manager us clients",1
93,"менеджер it проекта saas продукт",1
92,"менеджер по работе с клиентами",1
91,"разработчик гис системы",1
90,"менеджер проектов по работе с корпоративным и государственным сектором",1
89,"электромеханик местной сети стпавлодар",1
88,"эксперт оценщик",1
87,"руководитель интернет проекта",1
86,"direct маркетолог в edtech",1
85,"senior account manager digital performance",1
84,"full stack regular c developer",1
83,"разработчик angulartypescript",1
56,"программист разработчик 1с",1
54,"с developerпрограммист c робототехника советский район академгородок",1
101,"руководитель направления архитектор по информационной безопасности",1
12,"full stack разработчик в it компанию",1
24,"email маркетолог crm маркетолог",1
23,"главный специалист технической поддержки 2лтп",1
21,"web дизайнер",1
20,"тестировщик 1с",1
18,"консультант 1с",1
16,"php программист backend разработчик удаленно",1
15,"специалист группы контроля инцидентов по",1
13,"программист 1с оптовые склады",1
11,"специалист по 1с в г иркутск",1
53,"программист 1 с",1
10,"руководитель группы связи службы it",1
9,"fullstack js developer",1
8,"руководитель отдела продаж интернет магазина",1
6,"ведущий специалист по внедрению по росатом",1
5,"аналитик сэд и системы упраления проектами",1
4,"php developer",1
3,"data base administrator",1
2,"ассистент руководителя",1
26,"разработчик ms sql программист t sql",1
27,"инженер сапр",1
28,"team leader",1
29,"системный администратор в it компанию",1
52,"руководитель проектов цифровые решения г краснодар",1
51,"старший инженер схемотехник",1
50,"ит специалистоператор манингового оборудования",1
49,"web аналитик",1
48,"account manager",1
47,"руководитель отдела маркетингаведущий маркетолог",1
46,"контент менеджер",1
45,"smm менеджер контент менеджер",1
44,"коммерческий директор it",1
43,"it специалист",1
40,"ведущий инженер программист 1с архитектор",1
39,"it аналитик биомедицинская статистика",1
37,"менеджер веб проектов",1
36,"web программист web разработчик",1
35,"php программистweb программист",1
34,"ведущий разработчик team lead",1
32,"руководитель отдела it",1
100,"проектировщик опс скуд ггс видеонаблюдения",1
102,"системный инженер presale",1
196,"phpmysql developer",1
163,"project manager проджект менеджер в carl",1
171,"менеджер it проектов битрикс24",1
170,"системный аналитик проектов внедрения по логистика retail wms crm",1
169,"программист 3d графики rendering engineer удаленная работа",1
168,"программист 1с собственное медицинское решение",1
167,"product marketing manager checkscan",1
166,"frontend developer react",1
165,"product owner",1
164,"аналитик исследователь в сфере инновационных технологий",1
162,"machine learning разработчик в команду дейтинг стартапа удалённо",1
150,"специалист по тестированию middlesenior qa",1
160,"инженер технической поддержки",1
159,"администратор postgresql dba оаэппо",1
158,"администратор сайта",1
157,"web мастер",1
156,"senior social media manager smm",1
155,"менеджер интернет проектов",1
154,"руководитель интернет маркетинга",1
153,"руководитель группы seo",1
172,"инженер монтажник слаботочных систем",1
173,"программист битрикс24",1
175,"руководитель службы технической поддержки цодов",1
176,"devops инженер удалённо",1
195,"security engineer",1
194,"программист 1с erp",1
193,"3d дизайнер",1
192,"lead art designer",1
191,"sam консультант",1
190,"аналитик специалист по внедрению информационных систем",1
189,"аналитик консультант 1с",1
188,"бизнес аналитик",1
187,"бизнес аналитик 1сбп",1
186,"web аналитик power bi аналитик",1
185,"frontend разработчик typescriptvuejs",1
1,"ведущий программист 1 с",1
183,"backend middle developer",1
182,"менеджер web проектов",1
181,"frontend разработчик vuejs",1
180,"web разработчик middle",1
177,"php программист senior",1
151,"growth lead",1
149,"java developer",1
103,"разработчик sql",1
116,"junior analyst",1
125,"программист с net framework",1
124,"системный администратор linux мновокузнецкаятретьяковская",1
123,"full stack c net developer",1
121,"аналитик middlejunior",1
120,"team lead руководитель отдела разработки",1
119,"frontend разработчик angular",1
118,"реверс инженерпрограммист микроконтроллеров avr",1
117,"middle android developer",1
115,"backend developer pythondjango",1
148,"frontend разработчик миддл плюс фултайм удаленно",1
113,"reactjs в команду дейтинг стартапа удалённо",1
112,"администратор террасофт аналитик",1
111,"главный инженер отдела технического обеспечения",1
110,"инженер по автоматизации тестирования test automation engineer",1
108,"оператор торгового филиала в г актау",1
107,"заместитель начальника отдела центральных вычислительных систем",1
105,"инженер программист асу тп hmi scada",1
104,"главный специалист асутп департамента проектирования асу тп",1
126,"аналитик внедренец 1с",1
127,"программист 1с удаленно",1
128,"продюсер онлайн курсов",1
130,"технический писатель аналитик проектировщик",1
147,"web разработчик front end",1
146,"менеджер по продажам it решения",1
145,"монтажник слаботочных систем",1
144,"руководитель проекта",1
143,"менеджер проектов 1с",1
142,"инженер программист верхнего уровня асу тп",1
141,"монтажник слаботочных систем обязательно с опытом работы",1
140,"разработчик с qt developer",1
139,"инженер программист embedded linux",1
138,"руководитель отдела технической поддержки в компанию разработки по удаленно",1
137,"менеджер продуктаcrm product manager",1
136,"руководитель отдела информационных технологий",1
135,"разработчик full stack",1
134,"java разработчик middle",1
133,"менеджер проектабизнес аналитик консультант по развитию корпоративной информационной системы",1
132,"оператор call центра со знанием кыргызского языка",1
131,"руководитель ит проектов",1
368,"product managerменеджер по продукту",1
