"","Key Skills","Count"
130,"Google AdWords",3
198,"Функциональное тестирование",3
101,"Проведение презентаций",3
131,"Яндекс.Метрика",3
132,"Работа с базами данных",3
11,"Моделирование бизнес процессов",3
58,"Обновление конфигурации 1С",3
30,"Bootstrap",3
100,"Ведение переговоров",3
292,"Системный анализ",3
337,"machine learning",3
275,"Vue",3
340,"Статистический анализ",3
85,"Ведение групп в социальных сетях",3
291,"SOAP",3
336,"машинное обучение",3
87,"SMM",3
341,"Написание процедур",3
335,"quantitative analysis",3
334,"MATLAB",3
338,"Project management",3
339,"R",3
342,"Kotlin",3
350,"Golang",3
205,"Entity Framework",2
293,"Постановка задач разработчикам",2
201,"WCF",2
306,"Transact-SQL",2
195,"Креативность",2
157,"Подготовка коммерческих предложений",2
321,"Spring Boot",2
323,"SVN",2
280,"Angular",2
328,"TypeScript",2
333,"Android",2
400,"Управление людьми",2
218,"Работа с большим объемом информации",2
399,"Построение команды",2
398,"REST API",2
332,"Android SDK",2
235,"Hibernate ORM",2
248,"Oracle Pl/SQL",2
255,"ETL",2
232,"Objective-C",2
230,"iOS",2
257,"clickhouse",2
354,"MS Access",2
258,"Hadoop",2
364,"solidity",2
366,"Ajax",2
260,"JSON",2
262,"JSON API",2
396,"Ведение документации",2
397,"WebRTC",2
266,"Ruby",2
243,"Java EE",2
284,"BEM",2
0,"Средства криптографической защиты информации",2
119,"Управление временем",2
138,"gRPC",2
63,"Управление отношениями с клиентами",2
59,"Администрирование",2
56,"ERP-системы на базе 1С",2
54,"1С: Торговля и склад",2
53,"1С: Управление персоналом",2
52,"ERP",2
47,"программист 1С",2
21,"Поиск информации в интернет",2
104,"Деловая коммуникация",2
83,"ITIL",2
25,"Деловая переписка",2
61,"CRM",2
34,"PHP7",2
128,"Контекстная реклама",2
66,"B2B Продажи",2
26,"Организаторские навыки",2
35,"ClickHouse",2
135,"СУБД",2
345,"SOLID",1
349,"Backend",1
329,"LINQ",1
330,"hybris",1
331,"Team management",1
351,"Failover Recovery",1
44,"3D generalist моделирование, визуализация, анимация",1
348,"Frontend",1
347,"Full stack",1
43,"3ds Max",1
346,"Agile",1
42,"Электронная почта",1
40,"Анимация",1
327,"Кроссбраузерная верстка",1
343,"Веб-программирование",1
344,"Web Application Development",1
37,"CakePHP",1
152,"ReactiveX",1
326,"Rabbit MQ",1
300,"Настройка ПО",1
65,"Работа с ключевыми клиентами",1
305,"DWH",1
304,"SSIS",1
303,"Load",1
302,"Jira",1
301,"Проведение тестирований",1
299,"Social Media Marketing",1
353,"Lua",1
298,"SAP SD",1
297,"SAP Project",1
296,"SAP MM",1
295,"SAP ERP",1
294,"Intellij IDEA",1
67,"Автоматизация маркетинга",1
307,"Разработка ПО",1
64,"Корпоративные продажи",1
309,"Gitflow",1
310,"WebSocket",1
311,"HTTP2",1
312,"Продвижение бренда",1
313,"Маркетинговые коммуникации",1
314,"Маркетинговый анализ",1
315,"Позиционирование бренда",1
316,"Регресионное тестирование",1
317,"Тестирование",1
318,"Автотестирование",1
319,"Java SE",1
320,"JUnit",1
322,"Java 11",1
62,"Навыки переговоров",1
324,"Eclipse",1
325,"ECORE",1
356,"SSH",1
29,"Письменный перевод",1
390,"Кадровая политика",1
392,"Стратегическое планирование",1
393,"Apache HTTP Server",1
394,"Микросервисы",1
395,"HighLoad",1
17,"Проектная документация",1
16,"MS Project",1
14,"1C: Бухгалтерия",1
12,"Бухгалтерский учет",1
8,"ARIS",1
401,"AR",1
402,"VR",1
2,"Технические средства информационной защиты",1
404,"CTO",1
405,"AWS",1
406,"devops",1
407,"TCP/IP",1
408,"Swift",1
409,"Hyper-V",1
410,"Ms Exchange Server",1
411,"DHCP",1
412,"Windows Server 2008 R2",1
413,"DNS",1
414,"WSUS",1
415,"Active Directory",1
416,"Terminal Server",1
417,"Zabbix",1
418,"PowerShell",1
419,"PHP 7",1
420,"Laravel 5.3",1
391,"Адаптация",1
389,"Разработка схем премирования",1
355,"Bash",1
388,"Кадровое планирование",1
290,"Symfony",1
358,"Go",1
359,"Kafka",1
360,"Development",1
361,"Blockchain",1
362,"ethereum",1
363,"blockchain",1
365,"SCSS",1
23,"Продажи через интернет",1
367,"Design Patterns",1
368,"Умение работать в команде",1
369,"блокчейн",1
370,"Laravel",1
371,"API",1
373,"Интернет-реклама",1
374,"Веб-аналитика",1
375,"Таргетинг",1
376,"Грамотность",1
377,"Тайм-менеджмент",1
378,"Аналитические исследования",1
379,"Графические редакторы",1
380,"Конференции",1
381,"Presentation skills",1
382,"Подбор персонала",1
383,"Мотивация персонала",1
384,"Обучение и развитие",1
385,"Управление персоналом",1
386,"Разработка регламентов",1
387,"Оценка персонала",1
72,"Расчет заработной платы",1
287,"Административное управление",1
289,"Обучение персонала",1
185,"Чтение электросхем",1
187,"Инженерные системы",1
147,"TDD",1
189,"Web Forms",1
146,"Блокчейн",1
191,"Micro-services",1
192,"UX",1
193,"UI",1
194,"Проектирование пользовательских интерфейсов",1
145,"Трейдинг",1
196,"Usability",1
197,"UML",1
144,"Алготрейдинг",1
199,"marketplace",1
200,"ASP.NET MVC",1
143,"FIX",1
202,"WebApi",1
203,"TeamCity",1
142,"Azure DevOps",1
141,"Low-latency",1
140,"TCP",1
207,"Оптимизация бизнес-процессов",1
208,"Бизнес-анализ",1
209,"MS Excel",1
139,"Protobuf",1
137,".NET Core",1
127,"архитектор",1
216,"Анализ рынка",1
217,"Анализ данных",1
126,"Olap (online analytical processing)",1
186,"Чтение чертежей",1
184,"Технический контроль производства",1
125,"Oracle 11G",1
183,"Контроль качества",1
154,"Pytest",1
155,"Системное администрирование",1
156,"Lead Automation QA",1
151,"CLR",1
158,"Управление продажами",1
159,"Холодные продажи",1
160,"Согласование договоров",1
161,"Работа с дебиторской задолженностью",1
150,"xUnit",1
163,"Less",1
164,"Opera",1
165,"typescript",1
166,"Redux-saga",1
167,"ReactJS",1
168,"Bryntum",1
169,"MapBox",1
170,"O SRM",1
171,"Business English",1
172,"Leadership Skills",1
149,"NUnit",1
174,"Business Development",1
175,"Электрические системы и слаботочные системы",1
176,"Монтаж инженерных систем",1
148,"BDD",1
178,"Производство пусконаладочных работ",1
179,"слаботочные системы",1
180,"Электромонтажные работы",1
181,"Ведение переписки",1
182,"Прокладка кабелей",1
219,"Исследования рынка",1
221,"Kanban",1
288,"Работа с системами аналитики",1
95,"работа с форумами",1
93,"Работа с opinion лидерами в социальных сетях",1
92,"Продвижение мероприятий компании в социальных сетях",1
91,"Продвижение в социальных группах",1
90,"Партнерские программы в социальных сетях",1
89,"Adobe InDesign",1
263,"ASP.NET Core 3",1
264,"linq2db",1
88,"SMO",1
86,"Копирайтинг",1
84,"COBIT",1
268,"Typescript",1
269,"React native",1
82,"ISO 27001",1
81,"PCI DSS",1
80,"Аудит",1
78,"Аудиторские проверки",1
77,"Планирование карьеры",1
276,"VueJS",1
277,"Активные продажи",1
278,"обучение сотрудников",1
279,"Оценка потребностей клиентов",1
76,"Кредиторская задолженность",1
281,"Polymer 3.0",1
282,"webpack",1
283,"Gulp",1
75,"Мобильность",1
285,"RxJS",1
286,"Групповое обучение",1
153,"Selenium",1
94,"Работа с видео хостерами",1
96,"Самостоятельное построение ссылочной структуры",1
122,"MobX",1
254,"SOA",1
113,"AngularJS",1
112,"Пожарная безопасность",1
226,"react",1
227,"Управление командой",1
111,"Технические системы и средства безопасности",1
110,"Охрана труда и техника безопасности",1
109,"Системы видеонаблюдения",1
231,"Xcode",1
108,"Навыки презентации",1
233,"SWIFT Alliance",1
106,"Деловое общение",1
105,"Телефонные переговоры",1
236,"Spring MVC",1
237,"Spring Security",1
238,"JPA",1
103,"Грамотная речь",1
241,"Flask",1
242,"Java Servlets",1
99,"Adobe Illustrator",1
244,"Yii2",1
245,"GitLab",1
246,"Unit Testing",1
247,"TFS",1
97,"работа со статистикой",1
249,"Digital Marketing",1
250,"E-Mail Marketing",1
251,"SEO",1
252,"Управление интернет-проектами",1
253,"Маркетинг",1
421,"Управление разработкой",1
