"","Vacancy","Value","Count"
2570,"наладчик станков с чпу","сменный график",1
2571,"наладчик станков с чпу","полный день",1
2572,"инженер технолог программист станков с чпу","полный день",1
2574,"инженер сектора связи","полный день",1
2594,"специалист по продаже недвижимости в г адлер без поиска клиентов","полный день",1
2575,"инженер по linux системам","полный день",1
2576,"специалист отдела контроля качества qa engineer","полный день",1
2577,"инженер установщик","полный день",1
2578,"инженер сети передачи данных","полный день",1
2580,"инженер по обслуживанию базовых станций","полный день",1
2582,"инженер ремонтник","полный день",1
2583,"мобильный сервисный инженер","полный день",1
2584,"мобильный сервисный инженер","гибкий график",1
2586,"senior system administrator sre","удаленная работа",1
2587,"инженер проектировщик систем связи","полный день",1
2590,"архитектор информационной безопасности асу","полный день",1
2591,"мастеринженер по ремонту крупной бытовой техники","полный день",1
2592,"инженер по автоматизации тестирования test automation engineer","удаленная работа",1
2557,"разработчик 1спрограммист 1с","полный день",1
2556,"middle javascript разработчик react","гибкий график",1
2555,"phpmysql developer","полный день",1
2554,"мастер по обслуживанию абонентов нижний новгород","сменный график",1
2520,"менеджер по развитию партнерской сети","полный день",1
2521,"программист cnet","полный день",1
2522,"ведущий консультант по управленческому учету проект 1сух","полный день",1
2523,"программист 1с 8","полный день",1
2524,"программист scala java scala java developer","полный день",1
2525,"инженер проектировщик в группу китсо общей технологии и электроснабжения","полный день",1
2526,"математик программист","гибкий график",1
2527,"математик программист","полный день",1
2528,"инженер 1 категории по разработке проектной документации раздела тсо охранная сигнализация","полный день",1
2529,"системный администратор сетевой администратор linuxwindows облачный провайдер","полный день",1
2530,"программист делфи","полный день",1
2531,"программист oracle","удаленная работа",1
2534,"мастер по обслуживанию физических лиц","полный день",1
2536,"специалист технической поддержки информационных систем оспоис","полный день",1
2537,"инженер отдела технической поддержки","полный день",1
2538,"security engineer","полный день",1
2539,"middle разработчик кейсистемс","полный день",1
2541,"инженер по разработке проект док ции разд тсо охранн сигнализация иб информбезопасность","полный день",1
2542,"наладчик станков с чпу токарная группа","полный день",1
2543,"начальник отделения","полный день",1
2544,"оператор станка с чпу","сменный график",1
2547,"специалист по технической поддержке овси","полный день",1
2549,"инженер программист асу","полный день",1
2550,"image quality инженер","полный день",1
2551,"senior phppython developer","гибкий график",1
2552,"senior phppython developer","удаленная работа",1
2553,"мастер по ремонту телефонов планшетов электронных книг и другой электроники","полный день",1
2593,"инженер отдела корпоративного программного обеспечения","полный день",1
2595,"главный специалист по информационным системам оаэппо","полный день",1
2667,"инсталлятор","сменный график",1
2649,"монтажник лвс красносельский район","полный день",1
2634,"технический инженер","полный день",1
2635,"инженер участок тестирования и ремонта","полный день",1
2636,"ведущий проектировщик слаботочных систем","полный день",1
2637,"специалист по технической поддержке системы электронного документооборота","полный день",1
2638,"инженерсистемный администратор","полный день",1
2639,"руководитель проектов по технической интеграции","полный день",1
2640,"старший инженер сервисного центра по ремонту техники","полный день",1
2641,"инженер по обслуживанию пк","полный день",1
2642,"специалист сектора технической поддержки клиентов","полный день",1
2644,"специалист технической поддержки обучение","сменный график",1
2645,"супервайзер отдела продаж","полный день",1
2647,"монтажник лвс московский район","полный день",1
2648,"младший программистразработчик net","полный день",1
2652,"оператор на телефоне","гибкий график",1
2596,"специалист по технической поддержке оаэппо","полный день",1
2653,"менеджер по продажам без холодных звонков","полный день",1
2654,"php yii2 программист","удаленная работа",1
2655,"менеджер консультант в call центр","гибкий график",1
2656,"стажерспециалист технической поддержки 1 линия","полный день",1
2657,"специалист по внедрению стажер","полный день",1
2658,"специалист службы технической поддержки первая линия","полный день",1
2659,"smm менеджер smm специалист","полный день",1
2661,"системный администратор сетевой инженер","полный день",1
2662,"заведующий мастерской по компетенции программные решения для бизнеса","полный день",1
2663,"тестировщик веб сервисов qa инженер","полный день",1
2664,"помощник менеджера по контекстной рекламе автомобильного направления","полный день",1
2665,"инсталлятор киров","полный день",1
2666,"мастер по обслуживанию абонентов самара","полный день",1
2632,"ведущий инженер по ремонту электроники","полный день",1
2631,"инженер инфраструктурных проектов","полный день",1
2630,"инженер инфраструктурных проектов","сменный график",1
2629,"монтажник радиооборудования и слаботочных систем","полный день",1
2597,"инженер программист 321 категории python","полный день",1
2598,"инженер сервисного центра ул 50 летия ростсельмаша д 152","полный день",1
2599,"инженер по эксплуатации систем 1спредприятие 8","полный день",1
2601,"инженер сервисного центра по ремонту цифровой техники","полный день",1
2602,"инженер оперативно диспетчерской службы","сменный график",1
2604,"инженер по эксплуатации систем 1с предприятие 8","полный день",1
2605,"руководитель отдела программирования федеральная компания разработчик","полный день",1
2606,"ведущий инженер по разработке проектной документации раздела тсо охранная сигнализация","полный день",1
2607,"инженер по расчету и подбору запорно регулирующей арматуры","полный день",1
2608,"full stack c net developer","полный день",1
2609,"инженер систем безопасности видеонаблюдение охранная сигнализация пожарная сигнализация скуд","полный день",1
2610,"специалист технической поддержкиhelpdesk","сменный график",1
2613,"middle senior python developer","гибкий график",1
2614,"инженер установщик опс","сменный график",1
2616,"монтажник скс","сменный график",1
2617,"инженер программист 3 кат","полный день",1
2618,"программист ruby on rails","полный день",1
2619,"монтажник систем безопасности слаботочные системы","полный день",1
2620,"инженер проектировщик эс рза","полный день",1
2621,"главный инженер проекта асутп аскуэ аиис куэ асду","полный день",1
2622,"специалист по организации инженерных изысканий","гибкий график",1
2623,"специалист по организации строительства","гибкий график",1
2624,"инженер проектировщик систем охранной сигнализации","полный день",1
2625,"инженер по ремонту электроники","полный день",1
2626,"it инженер","полный день",1
2627,"старший специалист отдела безопасности","полный день",1
2628,"программист delphi oracle","полный день",1
2805,"главный научный сотрудник технические науки","полный день",1
2808,"специалист по защите информацииэксперт по компьютерной безопасности","полный день",1
3090,"специалист по электронной коммерциименеджер по продажам услуг","полный день",1
3005,"менеджер департамента интернет проектов","полный день",1
2991,"аналитик внедренец 1с","удаленная работа",1
2992,"консультант 1c по учету в государственных учреждениях","полный день",1
2993,"1cerp программист","полный день",1
2994,"senior backend developer java","полный день",1
2995,"специалист по работе c клиентами","полный день",1
2996,"помощник инженера по ит","полный день",1
2997,"программистстажер 1c","гибкий график",1
2998,"агент по продажам услуг разработки","удаленная работа",1
3000,"специалист по внедрению и автоматизации","полный день",1
3001,"программист 1с начинающий","полный день",1
3002,"специалист технической поддержки информационных систем оаод","полный день",1
3003,"редакторpr менеджер в тэглайн и agency2agency в г москва","полный день",1
3004,"расшифровщикконтент менеджер в москве","гибкий график",1
3006,"редактор контент менеджер копирайтер","гибкий график",1
3022,"аналитик отдела развития","полный день",1
3007,"старший инженер видеомонтажер","сменный график",1
3008,"аналитик департамента интернет проектов","полный день",1
3009,"младший фотограф","полный день",1
3010,"контент менеджер сервис специалист по работе с клиентами","полный день",1
3011,"специалист отдела сопровождения","полный день",1
3012,"специалист по дистанционному обучению электронные курсы","полный день",1
3013,"программист саратов","сменный график",1
3014,"менеджер клиентского сервиса serm менеджер","полный день",1
3015,"копирайтер автор в digital агентство","полный день",1
3017,"руководитель отдела контента","полный день",1
3018,"youtube менеджер сепециалист удаленная работа","полный день",1
3019,"менеджер интернет магазинов на aliexpress ozon wb","полный день",1
3020,"видеомонтажер","полный день",1
2990,"консультант 1сerp удаленно проектная работа","удаленная работа",1
2989,"ведущий аналитик 1с ка2 erp","полный день",1
2988,"it рекрутер hr менеджер in house","полный день",1
2987,"колорист авторемонтных лкм","полный день",1
2955,"менеджер по продажам действующим клиентам","полный день",1
2956,"менеджер отдела телемаркетинга","полный день",1
2957,"менеджер по развитию бизнеса b2b сфера ит","полный день",1
2958,"ведущий менеджер по продажам удаленно работа из дома","удаленная работа",1
2959,"программист 1сerp удаленно проектная работа","удаленная работа",1
2960,"специалист отдела технологического обеспечения","полный день",1
2961,"специалист обработки web чатов","полный день",1
2962,"junior developer net","удаленная работа",1
2963,"консультант интернет магазина","полный день",1
2964,"специалист по сопровождению клиентов 1с","полный день",1
2965,"супервайзер группы агентов","полный день",1
2966,"менеджер по продажамспециолист по работе с клиентами","полный день",1
2967,"business technical consultant supply chain plm","полный день",1
2968,"руководитель ит проектов ммк информсервис","полный день",1
2970,"аккаунт менеджер менеджер проектов bitrix24 польский язык","полный день",1
2971,"руководитель группы sap mmsd sap mmsd team leader","полный день",1
2972,"консультант 1с 1суправление торговлей 11x бухгалтерия предприятия","удаленная работа",1
2973,"android разработчик мобильных приложений","полный день",1
2974,"специалист технической поддержки сервис инженер","полный день",1
2975,"инженер по ремонту оргтехники мфупринтер","полный день",1
2976,"консультант аналитик стажер по внедрениюсопровождению ms dynamics ax axapta","полный день",1
2977,"региональный менеджер по продажам в digital агентство","удаленная работа",1
2978,"коммерческий директор it","полный день",1
2980,"специалист по внедрению ecmbpm систем","полный день",1
2983,"ведущий специалист отдела налогового учёта","полный день",1
2985,"оценщицаоценщик","полный день",1
2986,"менеджер по продажам лакокрасочных материалов","полный день",1
3021,"таргетолог трафик менеджер удаленная работа","удаленная работа",1
3023,"специалист по работе с контрагентами","полный день",1
2953,"менеджер в отдел продаж","полный день",1
3073,"менеджер сайта в аниме магазин","полный день",1
3059,"оператор пункта выдачи заказов","полный день",1
3060,"специалист по работе с репутацией в интернете","полный день",1
3061,"продюсер проектов менеджер проектов видеопродакшн","полный день",1
3062,"менеджер по продажам видеопродакшн b2b","полный день",1
3063,"контент менеджер english","удаленная работа",1
3064,"менеджер проектов в сфере digital сайты реклама","полный день",1
3065,"контент менеджер образовательного онлайн проекта гдз","удаленная работа",1
3066,"редактор контент менеджер","полный день",1
3068,"smm менеджер копирайтер специалист отдела маркетинга","удаленная работа",1
3069,"инженер кинотехнологического оборудования трц галерея чижова и трк арена","полный день",1
3070,"таргетолог инстаграмм","удаленная работа",1
3071,"web дизайнер uxui designer","полный день",1
3072,"smm менеджерспециалист по развитию соцсетей","удаленная работа",1
3074,"менеджер по работе с маркетплейсами wildberries ozon la moda","полный день",1
3024,"смм менеджерконтент менеджер","полный день",1
3075,"контент менеджер контент редактор smm менеджер администратор сайта","полный день",1
3077,"контент менеджер интернет магазин детских игрушек","удаленная работа",1
3078,"копирайтеррерайтер на английском языке","удаленная работа",1
3079,"интернет маркетологsmm менеджер","удаленная работа",1
3080,"журналист аналитик яндексновости","сменный график",1
3081,"журналист аналитик яндексновости","удаленная работа",1
3082,"менеджер онлайн магазина премиум класса","полный день",1
3083,"смм специалист","полный день",1
3085,"оператор монтажер","полный день",1
3086,"специалист по наполнению сайта контентом","полный день",1
3087,"контент менеджер офис на северо западе","полный день",1
3088,"контент менеджер копирайтер","гибкий график",1
3089,"контент менеджер копирайтер","удаленная работа",1
3058,"модератор","полный день",1
3056,"контент менеджерsmm специалист","полный день",1
3055,"менеджер по работе с клиентами в интернет магазинконсультант","гибкий график",1
3054,"контент менеджер в tagline awards в новосибирске","гибкий график",1
3025,"smm менеджер контент маркетолог","полный день",1
3026,"расшифровщик контент менеджер","удаленная работа",1
3027,"переводчик ит и маркетинг","гибкий график",1
3028,"менеджер заказов","полный день",1
3029,"менеджер разговорных клубов","полный день",1
3030,"technical writer and change management specialist","удаленная работа",1
3031,"контент менеджер в спутник только удаленно","удаленная работа",1
3032,"контент маркетолог со знанием немецкого","удаленная работа",1
3033,"менеджер по рекламе контент менеджер","полный день",1
3034,"специалист по написанию статей созданию видеороликов","удаленная работа",1
3036,"редактор сайта копирайтер","полный день",1
3037,"специалист по коммуникациям","полный день",1
3038,"менеджер социальных сетей контент менеджер smm менеджер","полный день",1
3039,"копирайтер в офис","полный день",1
3040,"контекстолог удаленно","удаленная работа",1
3041,"копирайтер направление охота","удаленная работа",1
3042,"оператор видеомонтажер","полный день",1
3044,"специалист по контенту","удаленная работа",1
3045,"помощник директора по маркетингу","полный день",1
3046,"менеджер по продажам в онлайн магазин женской одежды","полный день",1
3047,"контент менеджерsmm менеджер автотематика","полный день",1
3048,"контент менеджераналитик","полный день",1
3049,"менеджер по обработке данных удалённо","удаленная работа",1
3050,"наборщик текста","полный день",1
3051,"контент менеджер по работе с маркетплейсами офис","полный день",1
3052,"контент менеджерпереводчик","полный день",1
3053,"таргетологsmm менеджер facebook и instagram","полный день",1
2954,"консультант 1сдокументооборот","полный день",1
2952,"инженер по обслуживанию ит инфраструктуры","полный день",1
2809,"инженер по защите информации в асу тп","полный день",1
2861,"специалист по тестированиюсистемный администратор","полный день",1
2847,"инженер отдела технической поддержки и программного обеспечения","полный день",1
2848,"junior android developer","полный день",1
2849,"выездной мастер по ремонту компьютеров","полный день",1
2850,"архитектор иб","полный день",1
2851,"ученик мастера по ремонту компьютеров и ноутбуков","полный день",1
2852,"специалист информационной безопасности","полный день",1
2853,"инженер опс","полный день",1
2855,"ведущий с разработчик","полный день",1
2856,"руководитель группы по технической защите информации","полный день",1
2857,"инженер по ремонту ноутбуков","полный день",1
2858,"главный инженер проектов в области информационной безопасности архитектор иб проектов","полный день",1
2859,"консультант отдела информационных технологий","полный день",1
2860,"системный администратор инженер технической поддержки отдела разработки","полный день",1
2862,"инженер отдела информационной безопасности в сфере кии 9340","полный день",1
2878,"руководитель тендерного отдела","полный день",1
2863,"инженер отдела информационной безопасности 9340","полный день",1
2864,"инженер отдела информационной безопасности по защите асу тп 9340","полный день",1
2865,"специалист по мониторингу систем информационной безопасности","сменный график",1
2866,"системный администраторit специалист","полный день",1
2867,"менеджер управления сервисной сетью","полный день",1
2868,"менеджер по продажам консультант в магазин электроники","полный день",1
2869,"инженер в отдел it","полный день",1
2870,"системный инженер presale","полный день",1
2871,"программист с juniormidllesenior","удаленная работа",1
2872,"presale specialist network security","полный день",1
2873,"presale specialist antimalware","полный день",1
2875,"сборщик компьютеров","полный день",1
2876,"администратор по обеспечению безопасности информации","полный день",1
2846,"старший it специалист","полный день",1
2845,"мастер по ремонту компьютеров и оргтехники","полный день",1
2842,"выездной специалист","полный день",1
2841,"выездной компьютерный специалист","полный день",1
2810,"специалист по защите информации в лабораторию специальных исследований","полный день",1
2811,"специалист по защите информации бо","полный день",1
2812,"главный специалист отдела информационной безопасности","полный день",1
2813,"it менеджер по работе с клиентами","полный день",1
2814,"старший специалист по информационной безопасности","полный день",1
2815,"специалист центра поддержки внутренних пользователей","сменный график",1
2817,"специалист службы безопасности","полный день",1
2818,"специалист службы безопасности","гибкий график",1
2819,"руководитель направления информационной безопасности","удаленная работа",1
2821,"старший специалист по тестированию программного обеспечения","полный день",1
2822,"специалист по тестированию программного обеспечения","полный день",1
2824,"инженер проектировщик пгс","полный день",1
2825,"инспектор отдела охраны безопасности и надзора","сменный график",1
2826,"главный специалист отдела аттестации гис и ис","полный день",1
2827,"linux администратор","полный день",1
2828,"специалист отдела системного администрирования системный администратор linux","сменный график",1
2830,"менеджер по продажам итиб","полный день",1
2831,"системный инженер devops удаленно","удаленная работа",1
2832,"специалист отдела информационной безопасности","полный день",1
2833,"стажер разработчик c","полный день",1
2834,"главный специалист по технической защите информации","полный день",1
2835,"программист python прикладная математика","полный день",1
2836,"руководитель направления архитектор по информационной безопасности","полный день",1
2837,"администратор информационной безопасности","полный день",1
2838,"специалист инженер по ремонту бытовой техники","полный день",1
2839,"менеджер по продажам it услуг","полный день",1
2840,"wialon специалист отдела технической поддержки helpdesk","полный день",1
2877,"главный специалист отдела сертификационных испытаний","полный день",1
2879,"специалист по компьютерной безопасности","полный день",1
2951,"менеджер по продажам sm","полный день",1
2932,"начинающий консультант аналитик по финансовому учету","полный день",1
2916,"консультант горячей линии по электронной и бытовой технике","полный день",1
2917,"менеджер дистанционных продаж","полный день",1
2919,"специалист по работе с партнерами business development manager account manager","гибкий график",1
2920,"специалист по работе с клиентами оператор cаll центра без продаж 25000 рублей","полный день",1
2921,"менеджер по работе с клиентами договоры сопровождения 1с","полный день",1
2922,"руководитель проектов 1с erp","полный день",1
2923,"cloud and technology presale specialist","полный день",1
2924,"senior java developer на проекте honeywell","полный день",1
2926,"разработчик bi juniormiddlesenior","полный день",1
2927,"менеджер по продажам недвижимости","полный день",1
2928,"менеджер по продажам программного обеспечения","полный день",1
2929,"руководитель отдела продаж it","полный день",1
2930,"промоутер консультант в налоговой службе","полный день",1
2934,"junior analyst младший аналитик удаленно","удаленная работа",1
2880,"мастер по ремонту электроники","полный день",1
2935,"программист консультант","полный день",1
2936,"консультант на горячую линию по спортивной одежде и обуви street beat","сменный график",1
2937,"менеджер по работе с клиентами без продаж","полный день",1
2938,"системный администратор специалист техподдержки helpdesk","полный день",1
2939,"sales development representativeпредставитель по продажам","полный день",1
2940,"техник по оборудованию ит","полный день",1
2941,"специалист обработки клиентских заявок со знанием китайского языка","полный день",1
2944,"инженер it поддержки в офисвыездной","полный день",1
2945,"региональный менеджер по продажам horeca","полный день",1
3404,"senior cloud software developer","удаленная работа",1
2947,"специалист по внедрению 1с","полный день",1
2949,"стажер специалист по автоматизации 1с","полный день",1
2950,"разработчик 1с программист 1с","удаленная работа",1
2915,"консультант по расчету заработной платы и кадровому учету в программах 1с","полный день",1
2914,"консультант 1с направление бухгалтерский учёт","полный день",1
2913,"специалист в офис","сменный график",1
2912,"менеджер группы call центра супервизор call центра","полный день",1
2881,"менеджер по продажам ит решений по иб","полный день",1
2882,"инженер по системам информационной безопасности","полный день",1
2883,"системный архитектор по ибпресейл инженер по иб","полный день",1
2884,"ведущий специалист отдела аттестации объектов информатизации","полный день",1
2885,"старший инженер отдела ит и связи","полный день",1
2886,"системный администратор сети","полный день",1
2887,"инженер внедрения продуктов информационной безопасности fortinet","полный день",1
2888,"инженер внедрения продуктов информационной безопасности","полный день",1
2889,"техник по ремонту компьютерной и цифровой техники","полный день",1
2890,"мастер по ремонту аудиотехники портативной техники","полный день",1
2891,"старший инженер по охранно предупредительной работе","полный день",1
2892,"компьютерный мастер мастер по ремонту компьютеров и ноутбуков","полный день",1
2893,"программист с net framework","удаленная работа",1
2894,"помощник тендерного специалиста","полный день",1
2895,"помощник руководителя проекта","полный день",1
2896,"senior system admin english","полный день",1
2897,"инженер технической поддержки отдела криптографической защиты информации","полный день",1
2898,"специалист службы безопасности гипермаркета","полный день",1
2899,"ведущий научный сотрудник","полный день",1
2900,"оператор программного обеспечения","полный день",1
2901,"аналитик внутренний аудитор специалист информационной безопасности м пятницкое шоссе","полный день",1
2902,"ведущий специалист систем передачи данных инженер спд","полный день",1
2903,"мастер по ремонту техники apple инженер","полный день",1
2905,"региональный менеджер по продажам","гибкий график",1
2906,"специалист отдела продаж недвижимость","гибкий график",1
2910,"руководитель проектов в контактном центре юридические лица","полный день",1
2911,"старший консультант 1с","полный день",1
3403,"специалист по мониторингу аналитик","полный день",1
3619,"специалист сервисной службы интернеттв","полный день",1
3405,"маркетолог в единственном лице","полный день",1
4158,"программист 1с бп зуп crm унф","полный день",1
4145,"разработчик схемотехник","полный день",1
4146,"отладчик тестировщик","полный день",1
4147,"инженер проектировщик кипиа и системы связи","полный день",1
4148,"c developer программист с","полный день",1
4149,"инженер проектировщик систем автоматизации и диспетчеризации","полный день",1
4150,"руководитель проектафункциональный архитектор 1сerp","гибкий график",1
4151,"эксперт функциональный архитектор 1сerp","гибкий график",1
4152,"программист на labview","полный день",1
4153,"инженер исследователь","полный день",1
4154,"руководитель технического отдела в онлайн школу удаленно","удаленная работа",1
4155,"разработчик радиоэлектронной аппаратуры программист","полный день",1
4156,"инженер проектировщик сметчик","полный день",1
4157,"инженер проектировщик связи проектировщик базовых станций сотовой связи удаленно","удаленная работа",1
4159,"инженер электронщик схемотехник","полный день",1
4143,"инженер по научно исследовательским и опытно конструкторским работам ниокр product manager","полный день",1
4160,"специалист администратор кис галактика 1 с","полный день",1
4161,"специалист технической поддержки сапр","полный день",1
4162,"ведущий специалист linux","полный день",1
4163,"региональный менеджер по продажам поселок яблоновский","полный день",1
4164,"стажер менеджер по продажам","полный день",1
4165,"региональный менеджер по продажам систем навигации","полный день",1
4166,"инженер по автоматизированным системам управления технологическими процессами инженер асутп","полный день",1
4168,"eclipse разработчик","гибкий график",1
4169,"инженер программист асутп и кипиа","полный день",1
4170,"диспетчер программист","сменный график",1
4171,"технический специалист инженер по iiko","сменный график",1
4172,"инженер конструктор по проектированию лестниц и столярных изделий","полный день",1
4173,"тестировщик специалист по сопровождению по","полный день",1
4144,"инженер 3d печатисканирования","полный день",1
4142,"специалист по непрерывным улучшениям erp","полный день",1
4175,"инженер электрик специалист по информационному моделированию","полный день",1
4126,"инженер асу тп программист промышленных контроллеров","гибкий график",1
4112,"инженер программист асу тп wincс step7 tia portal pcs7 г пермь","полный день",1
4114,"bim координатор autodesk revit разделы ар кр специалист по внедрению","полный день",1
4115,"специалист по внедрению cappplm систем","полный день",1
4116,"специалист по внедрению сапр","полный день",1
4117,"nodejs","полный день",1
4118,"инженер радиотехник радиоэлектроника свч","полный день",1
4119,"главный специалист по ценообразованию развитие информационных систем","полный день",1
4120,"веб программист full stack разработчик","полный день",1
4121,"техник кипиа саларьево","сменный график",1
4122,"начальник службы асу","полный день",1
4123,"системный администратор 2 линии linux","полный день",1
4124,"технолог проект управление персоналом","полный день",1
4125,"инженер асутп программист промышленных контроллеров","гибкий график",1
4127,"специалист по продвижению bim решений","полный день",1
4141,"фахівець відділу технічної підтримки","полный день",1
4128,"техник оператор","полный день",1
4129,"специалист техподдержкитестировщик","полный день",1
4130,"инженер элетроник","полный день",1
4131,"начальник управления разработки и эксплуатации автоматизированных информационных систем","полный день",1
4132,"сборщик инженерного оборудованияинженер по оборудованию","полный день",1
