"","Key Skills","Count"
185,"Управление временем",2
183,"Электронная почта",2
182,"Управление продажами",2
177,"AutoCAD",2
204,"Интернет-реклама",2
206,"Разработка концепции",2
9,"Технические средства информационной защиты",2
225,"Средства криптографической защиты информации",2
163,"Урегулирование конфликтов",2
162,"Точность и внимательность к деталям",2
157,"Корректура текстов",2
151,"Создание сайтов",2
150,"Sony Vegas",2
42,"Техническая поддержка",2
106,"Проведение презентаций",2
127,"3ds Max",2
51,"Ответственность",2
50,"Работа с юридическими лицами",2
91,"Проектная документация",2
256,"Технические системы и средства безопасности",2
71,"Анализ данных",2
60,"MS PowerPoint",2
86,"Консультант плюс",2
67,"TCP/IP",2
255,"Системы охранно-тревожной сигнализации",2
252,"Delphi",2
100,"Холодные продажи",2
77,"1С: Управление Торговлей",2
63,"Подготовка презентаций",2
216,"Монтаж оборудования",1
217,"Монтаж инженерных систем",1
270,"Администрирование сетевого оборудования",1
219,"СЗИ",1
211,"Претензионная работа",1
218,"Обучение",1
212,"Работа с поставщиками",1
269,"GPSMapEdit",1
213,"Контроль оформления документов",1
268,"Контекстная реклама",1
214,"Контроль отгрузки и доставки товара",1
210,"MS Project",1
267,"SMM",1
215,"Телефонные переговоры, прием и обработка заказов",1
247,"Рекрутмент",1
207,"Техническая документация",1
209,"Системная интеграция",1
271,"Ведение документации",1
194,"Расчеты с покупателями",1
195,"Стрессоустойчивость",1
196,"Отчетность",1
197,"Усидчивость",1
198,"Работа с текстами",1
273,"Бухгалтерская отчетность",1
199,"Borland Delphi",1
200,"Гибкость",1
201,"Мобильность",1
202,"Аналитическое мышление",1
272,"обучаемость",1
203,"1С: Торговля и склад",1
205,"Закупки",1
220,"СКЗИ",1
208,"Функциональное тестирование",1
266,"Настройка почтовых серверов",1
222,"Випнет",1
265,"DHCP",1
242,"Продажа страховых продуктов",1
236,"Продвижение сайтов",1
237,"Обработка исходящей корреспонденции",1
238,"исходящие звонки",1
239,"Аналитические исследования",1
254,"MS Internet Explorer",1
240,"Работа с документами",1
241,"Windows Os",1
5,"Слепая печать",1
192,"Поисковые системы",1
244,"работа с физическими лицами",1
253,"SQL Server",1
245,"Ведение переговоров",1
251,"MS SQL Server",1
250,"Pascal",1
246,"Собеседование",1
249,"phpMyAdmin",1
235,"Joomla CMS",1
234,"Internet Marketing",1
264,"Настройка DNS",1
226,"Антивирусная защита сети",1
263,"Диагностика сети",1
221,"КриптоПро",1
248,"Дистанционное обучение",1
223,"Mathcad",1
262,"Ремонтные работы",1
224,"Водительское удостоверение категории BC",1
261,"Электротехнические работы",1
260,"КИПиА",1
233,"B2C маркетинг",1
259,"Web-дизайн",1
228,"Охрана объекта",1
258,"Веб-программирование",1
257,"Электрические системы и слаботочные системы",1
230,"желание работать",1
231,"Работоспособность",1
232,"B2B маркетинг",1
193,"MS Access",1
64,"Творческое мышление",1
191,"Поисковая оптимизация сайтов",1
93,"оформление документации",1
97,"Управление проектами",1
49,"работа с VIP клиентами",1
99,"Прямые продажи",1
102,"Поиск и привлечение клиентов",1
103,"Развитие продаж",1
46,"Проведение опросов клиентов",1
39,"Диагностика",1
37,"Прокладка кабелей",1
115,"Продажи через интернет",1
116,"Административная поддержка руководителя",1
117,"Документооборот",1
119,"Закупка товаров и услуг",1
120,"исполнение поручений руководителя",1
122,"C#",1
123,"Git",1
124,".NET Framework",1
125,"Design Patterns",1
96,"Оперативный поиск информации в сети Интернет",1
92,"Разработка проектной документации",1
128,"3D Моделирование",1
90,"Компас-3D",1
62,"Веб-дизайн",1
61,"Графический дизайн",1
72,"Cистемы управления базами данных",1
73,"Сбор и анализ информации",1
74,"• Умение мотивировать, убеждать, владеть техникой работы с возражениями, навыками аргументации",1
75,"Корпоративная этика",1
76,"PHP",1
78,"Торговля",1
79,"1С: Управление предприятием",1
80,"Opera",1
81,"Управление персоналом",1
59,"Adobe Flash",1
53,"Обучаемость",1
52,"Целеустремленность",1
87,"Налоговое право",1
88,"Составление договоров",1
89,"Налоговое консультирование",1
126,"ZBrush",1
129,"3D-графика",1
190,"Написание статей",1
165,"Материальная отвественность",1
168,"Ориентация на результат",1
65,"Проектирование ЛВС",1
171,"Ориентация на клиента",1
172,"Деловая этика",1
173,"Контроль качества",1
174,"Сопровождение клиентов",1
7,"Защита информации",1
176,"Планирование карьеры",1
178,"ZWCAD",1
179,"nanoCAD",1
180,"Helpdesk",1
181,"работа с текущей базой клиентов",1
184,"CRM",1
186,"Грамотная устная и письменная русская речь. Уверенный пользователь ПК",1
187,"Управленческие навыки",1
188,"SEO-копирайтинг",1
189,"Рерайтинг",1
166,"Способность обучать других",1
164,"Общественное питание",1
130,"Анимация",1
161,"Работа с клиентами",1
132,"Redmine",1
133,"Autodesk Maya",1
30,"работа с рекламацией",1
138,"1С: Розница",1
141,"Администрирование серверов Windows",1
142,"Bitrix",1
143,"Привлечение траффика",1
144,"Обработка фото и видео",1
146,"Французский язык",1
147,"Репортажная фотосъемка",1
148,"Adobe Lightroom",1
20,"Работа с opinion лидерами в социальных сетях",1
154,"Total Commander",1
155,"Atlassian Jira",1
156,"Social Media Marketing",1
158,"Cоциальная реклама",1
159,"быстрая обучаемость",1
274,"Бухгалтерский учет",1
