"","Key Skills","Count"
203,"Social Media Marketing",5
5,"WEB аналитика",5
292,"Windows Xp",5
16,"Яндекс.Директ",5
277,"SEO-копирайтинг",4
121,"Навыки составления отчетности",4
176,"Ведение групп в социальных сетях",4
207,"1С: Торговля",4
114,"Многозадачность",4
83,"Креативность",4
217,"1С программирование",4
127,"Видеомонтаж",4
358,"DHCP",4
169,"Ajax",4
145,"Антивирусная защита сети",4
146,"Информационная безопасность",4
198,"MS Word",4
215,"Организаторские навыки",4
58,"Python",4
380,"CRM",3
396,"Работа с базами данных",3
252,"SMO",3
247,"Электронный документооборот",3
118,"Создание сайтов",3
112,"Аналитическое мышление",3
245,"1C: Бухгалтерия",3
151,"Технические средства информационной защиты",3
136,"HTML5",3
139,"MS Access",3
181,"Git",3
263,"Контроль качества",3
293,"Cистемы управления базами данных",3
333,"MS Project",3
10,"Обучение персонала",3
14,"Таргетинг",3
26,"Составление семантического ядра",3
30,"Электронная почта",3
175,"Продвижение бренда",3
42,"Мобильность",3
48,"Документооборот",3
352,"Управление производством",3
167,"jQuery",3
168,"JavaScript",3
197,"Ориентация на результат",3
218,"1С: Зарплата и управление персоналом",3
103,"Графические редакторы",3
157,"Zabbix",3
201,"Управление интернет-проектами",3
95,"Коммуникабельность",3
219,"1С: Управление Торговлей",3
279,"Базы данных",3
82,"Написание рекламных статей",3
212,"VoIP",2
210,"Консультативные продажи",2
183,"Бизнес-анализ",2
406,"Google Chrome",2
184,"BPMN",2
404,"CorelDRAW",2
204,"Turbo Pascal",2
213,"Unix",2
0,"Аналитические исследования",2
220,"1С: Бухгалтерия",2
394,"MS Internet Explorer",2
365,"Телефонное интервью",2
180,"bitrix framework",2
363,"Прием и распределение телефонных звонков",2
283,"СУБД",2
285,"Adobe Illustrator",2
294,"Работа с людьми",2
295,"Внимательность",2
298,"Разработка инструкций",2
299,"Руководство коллективом",2
301,"Сварочные работы",2
303,"ЦОД",2
304,"Журналистика",2
307,"Прямые продажи",2
308,"Развитие продаж",2
318,"Ориентация на клиента",2
322,"Стрессоустойчивость",2
327,"Обработка изображений",2
367,"SolidWorks",2
368,"Компас-3D",2
369,"Производственное планирование",2
251,"Pascal",2
226,"Тестирование",2
231,"CentOS",2
234,"Продвижение в социальных группах",2
382,"Системы охранно-тревожной сигнализации",2
243,"Прокладка кабелей",2
244,"GPON",2
246,"1С: Документооборот",2
376,"Навыки продаж",2
266,"внутренний аудит сайта",2
255,"Государственные закупки",2
256,"Управление отношениями с клиентами",2
259,"Управление продажами",2
261,"Работа с возражениями",2
262,"входящие звонки",2
264,"Настройка почтовых серверов",2
265,"Аудит поисковой видимости сайта",2
278,"Администрирование",2
418,"Моделирование бизнес процессов",2
179,"ООП",2
125,"Монтаж звука",2
144,"Bash",2
426,"Adobe After Effect",2
50,"Документальное сопровождение",2
59,"Django Framework",2
60,"XML",2
129,"Обработка видео",2
65,"Настройка DNS",2
71,"VMware",2
77,"проектирование СКС",2
122,"Организация мероприятий",2
423,"Монтаж инженерных систем",2
120,"Составление отчетности",2
119,"Usability",2
90,"Делопроизводство",2
96,"Работа с оргтехникой",2
113,"Контроль исполнения решений",2
97,"Windows 10",2
109,"Ведение отчетности",2
107,"Управленческая отчетность",2
105,"1С: Предприятие",2
37,"MS SQL Server",2
104,"Расстановка приоритетов",2
159,"Windows 8",2
2,"Анализ данных",2
156,"Hyper-V",2
417,"Оптимизация бизнес-процессов",2
173,"Анализ посещаемости сайтов",2
32,"Социальные сети",2
9,"Дистанционное обучение",2
166,"MS Dos",2
33,"Поисковые системы",2
172,"Веб-программирование",2
170,"PHP5",2
164,"Настройка серверов",2
335,"Управление рисками",1
452,"Кадровое делопроизводство",1
343,"Помощник руководителя проекта",1
336,"Управление командой",1
362,"прием заказов",1
453,"Собеседование",1
334,"Project management",1
450,"Электротехнические работы",1
451,"Инженерные системы",1
463,"Организация обучения для специалистов",1
338,"iOS",1
364,"Административное управление",1
366,"Прием посетителей",1
449,"Электрические сети",1
448,"snmp",1
370,"Atlassian Jira",1
371,"Test case",1
372,"Функциональное тестирование",1
332,"Ценообразование",1
361,"MS Publisher",1
339,"Adobe Premier Pro",1
360,"OpenOffice",1
359,"Организация рабочих мест",1
344,"Руководитель проекта",1
345,"Начинающий специалист",1
346,"Менеджер",1
347,"Вычислительные комплексы",1
348,"Компас",1
342,"Scrum",1
341,"PMBOK",1
462,"обучение сотрудников",1
349,"MS Paint",1
350,"Знание 1С",1
340,"Agile Project Management",1
461,"Администрирование процесса обучения",1
351,"Творческое мышление",1
460,"VizRT",1
459,"DALET",1
447,"qinq",1
457,"1С: Розница",1
353,"Серверы RDP",1
354,"NAS-серверы",1
456,"НСД ""SecretNet""",1
455,"НСД Dallas Lock",1
355,"Web-серверы Nginx, IIS",1
356,"Гипервизор ESXi",1
357,"Системное администрирование",1
454,"Навыки межличностного общения",1
458,"Продажа дополнительных услуг и оборудования",1
443,"работа с физическими лицами",1
446,"OSPF",1
445,"VLAN",1
397,"Подготовка отчетов",1
431,"3D Моделирование",1
430,"Консультант плюс",1
429,"Инфографика",1
428,"Мониторинг рынка",1
398,"Разработка маркетинговой стратегии",1
427,"Работа с клиентами",1
399,"Написание SQL-запросов",1
400,"Тестирование бизнес-схем",1
425,"Adobe Audition",1
401,"Моделирование",1
402,"Постановка ТЗ",1
424,"Ubuntu Server",1
403,"Сопровождение АБС",1
422,"Аналитический склад ума",1
405,"Google Docs",1
421,"Конкурентная аналитика",1
420,"Планирование продаж",1
419,"Аналитика продаж",1
407,"Asterisk",1
408,"Работа с поставщиками",1
409,"1С: Управление Производственным Предприятием",1
410,"Разработка проектной документации",1
411,"САПР",1
412,"проектирование и эксплуатация сетей связи",1
330,"подготовка рекламных материалов",1
413,"1С",1
414,"ОС Windows семейства NT",1
415,"Joomla CMS",1
432,"Autodesk 3ds Max",1
395,"Oracle Pl/SQL",1
433,"3ds Max",1
381,"Закупка товаров и услуг",1
373,"Подготовка презентаций",1
374,"Холодные продажи",1
375,"Поиск и привлечение клиентов",1
444,"Huawei",1
416,"AMO CRM",1
377,"Транспортная логистика",1
442,"Галактика",1
441,"Тайм-менеджмент",1
378,"Логистика поставок",1
379,"Закупки",1
440,"Разработка нового продукта",1
439,"Договоры аренды",1
438,"MS Visual C++",1
437,"MS Visual Basic",1
393,"Реклама",1
383,"Технические системы и средства безопасности",1
384,"Портретная фотосъемка",1
385,"Фотография",1
386,"Windows Os",1
387,"Высокая скорость печати",1
388,"Ведение переписки",1
436,"Математическое программирование",1
435,"Adobe Premier",1
389,"Налоговое законодательство",1
390,"Государственные структуры",1
391,"нси",1
392,"справочники",1
434,"Анимация",1
331,"Рерайтинг",1
232,"Точность и внимательность к деталям",1
329,"подготовка контента",1
182,"ARIS",1
138,"Урегулирование конфликтов",1
140,"Системное мышление",1
141,"Microsoft Access",1
143,"PowerShell",1
148,"Средства криптографической защиты информации",1
149,"Аудит безопасности",1
150,"Системы безопасности",1
152,"Навыки переговоров",1
158,"Nagios",1
162,"Обучение",1
163,"Лизинг",1
165,"Закупка оргтехники и оборудования",1
174,"Планирование рекламных кампаний",1
178,"Административная поддержка руководителя",1
187,"Ремонт оборудования",1
135,"Node.js",1
188,"ремонт элетроники",1
191,"Ремонт телефонов",1
192,"VPN",1
193,"RDS",1
194,"WTware",1
195,"OSI",1
196,"CLI",1
199,"Работа с кассой",1
202,"Продажи через интернет",1
205,"Написание / редактирование текстов",1
206,"Техническое редактирование",1
208,"складские операции",1
209,"работа с клиентом",1
211,"слаботочные системы",1
137,"Sass",1
134,"Студийная фотосъемка",1
328,"Skype",1
98,"Wifi networks",1
3,"Работа с ТМЦ",1
49,"Работа с документами",1
51,"оформление документации",1
52,"Складской Учет",1
53,"Складской документооборот",1
54,"Автоматизация склада",1
55,"Автоматизация документооборота",1
56,"Складская логистика",1
62,"МСФО",1
63,"МСФО 9",1
68,"Аутсорсинг",1
88,"вебинары",1
89,"Методологии онлайн-обучения",1
94,"Пунктуальность",1
99,"Windows Server 2016",1
133,"Adobe Lightroom",1
101,"ремонт техники",1
102,"системный администратор",1
108,"исполнение поручений руководителя",1
110,"Исполнение личных поручений руководителя",1
111,"Маркетинг услуг",1
115,"Организация встреч",1
116,"Организация деловых поездок",1
117,"Планирование рабочего дня руководителя",1
124,"Организация конференций",1
126,"Публичные выступления",1
128,"Видеосъемка",1
130,"Репортажная фотосъемка",1
131,"Написание сценариев",1
132,"Режиссура",1
214,"C#",1
216,"Навыки презентации",1
221,"Проектирование",1
309,"профессионализм",1
282,"Администрирование серверов",1
284,"Системный подход",1
286,"UX",1
287,"UI",1
288,"Дизайн интерфейсов",1
289,"Figma",1
290,"Unity",1
291,"Bootstrap",1
296,"Исполнительность",1
297,"Отчетность",1
300,"modx",1
302,"SAN",1
305,"Заключение договоров",1
306,"Сопровождение клиентов",1
310,"честность",1
222,"Строительство",1
311,"Инициативность",1
312,"Разъездная работа",1
313,"Профилактика",1
314,"Мониторинг упоминаемости компании в СМИ",1
315,"E-Commerce",1
316,"SERM",1
317,"ORM",1
319,"обучаемость",1
320,"внимательность",1
321,"аккуратность",1
323,"Доброжелательность",1
324,"Работоспособность",1
325,"Корректура текстов",1
326,"Редактирование",1
280,"Администрирование 1с",1
275,"Формирование технического задания для разработки",1
274,"Поисковая оптимизация мобильной версии сайта",1
273,"внешний аудит сайта",1
223,"Сопровождение строительства",1
224,"Взаимодействие с надзорными организациями",1
225,"RDP",1
227,"Тестирование пользовательского интерфейса",1
228,"HTTP",1
229,"ORACLE",1
230,"PostgreSQL",1
233,"Маркетинг",1
235,"Продвижение мероприятий компании в социальных сетях",1
236,"Cоциальный маркетинг",1
237,"Маркетинговое планирование",1
238,"Cоциальная реклама",1
239,"Учет товаров",1
240,"1С: Склад",1
241,"Контроль отгрузок",1
242,"Учет остатков",1
249,"Веб-аналитика",1
250,"Управление временем",1
253,"Аудит SMM",1
254,"Ведение переговоров",1
257,"LAN",1
258,"SCADA",1
260,"Управление персоналом",1
267,"Прогнозирование",1
268,"SWOT анализ",1
269,"Анализ ассортиментной линейки",1
270,"Маркетинговый анализ",1
271,"CMS",1
272,"Внешняя оптимизация сайта",1
464,"проведение тренингов",1
