"","Key Skills","Count"
275,"1С: Зарплата и управление персоналом",1
262,"Проведение ревизий",1
276,"1С: Бухгалтерия",1
268,"Первичная документация",1
286,"Навыки презентации",1
278,"Обновление конфигурации 1С",1
279,"Техническая эксплуатация",1
280,"Start-up project",1
281,"Проведение презентаций",1
282,"Бизнес-планирование",1
283,"Организационные навыки",1
284,"Проектный менеджмент",1
259,"1С: Торговля и склад",1
296,"ПАК ""КриптоПро УЦ""",1
332,"опыт эксплуатации ИТ-инфраструктуры",1
297,"Rutoken",1
298,"MS Visio",1
334,"MTA",1
335,"AD",1
336,"DHCP",1
337,"Автоматизированное рабочее место (АРМ)",1
338,"Организация учебного процесса",1
339,"Урегулирование конфликтов",1
341,"3 группа по электробезопасности",1
342,"Строительный контроль",1
344,"Технический контроль производства",1
345,"Технический надзор",1
346,"Блог",1
347,"Туризм",1
348,"Самооборона",1
349,"Спортивная стрельба",1
350,"Mac Os",1
351,"Windows Vista",1
352,"MS Paint",1
353,"1С: Управление предприятием",1
354,"jQuery",1
355,"Less",1
356,"Управление временем",1
357,"Разработка технических заданий",1
358,"Сопровождение строительства",1
359,"Составление отчетности",1
360,"Умение планировать",1
361,"Заключение договоров",1
362,"Работа с претензиями",1
363,"IIS",1
364,"MS SQL Server",1
333,"LDAP",1
331,"опыт эксплуатации продуктов Microsoft",1
330,"Skype for Business",1
314,"консультирование пользователей",1
299,"Проектная документация",1
301,"MS Word",1
302,"Adobe Audition",1
303,"Видеомонтаж",1
304,"Видеосъемка",1
305,"Adobe After Effect",1
306,"Обработка видео",1
307,"Монтаж звука",1
308,"Adobe Premier Pro",1
309,"Складской документооборот",1
310,"Автоматизация производства",1
311,"проектирование СКУД",1
312,"Verilog HDL",1
315,"диагностика оборудования",1
329,"Сетевая инфраструктура",1
316,"Организация презентаций",1
317,"Организация конференций",1
318,"Синхронный перевод",1
319,"Mathcad",1
320,"Закупка оргтехники и оборудования",1
321,"Подготовка презентаций",1
322,"Ведение переписки",1
323,"Мобильность",1
324,"Работа с юридическими лицами",1
325,"Работа с документами",1
326,"Android",1
327,"iOS",1
328,"Серверная инфраструктура",1
248,"Обучение персонала",1
183,"Полиграфический дизайн",1
246,"Консультант плюс",1
143,"маркетинг",1
111,"владение нормативно-технической документацией по кругу обязанностей (СЦБ)",1
120,"Рыбалка",1
123,"Переписка с пользователями",1
131,"Управление бюджетом",1
133,"SMS маркетинг",1
134,"Формирование технического задания для разработки",1
135,"Аудит SMM",1
136,"Ведение мобильных рекламных кампаний",1
137,"Маркетинговый анализ",1
138,"SPSS",1
140,"Google AdWords",1
141,"Автоматизация контекстных кампаний",1
144,"Работа со СМИ",1
108,"Точность и внимательность к деталям",1
145,"Cоциальная реклама",1
146,"Поисковая оптимизация сайтов",1
148,"Продвижение сайтов",1
149,"Поисковые системы",1
150,"Внешняя оптимизация сайта",1
151,"внутренний аудит сайта",1
152,"внешний аудит сайта",1
154,"Работа с SEO провайдерами",1
155,"работа с биржами",1
156,"Создание систем перелинковок",1
157,"Внутренняя оптимизация сайта",1
158,"Технический аудит сайта",1
110,"MS Exchange",1
105,"VPN",1
245,"Сопровождение клиентов",1
58,"Антивирусная защита сети",1
5,"Обработка изображений",1
10,"AllFusion ERwin Data Modeler",1
11,"Выездные мероприятия",1
16,"Управленческие навыки",1
20,"Анимация",1
21,"Unity",1
22,"Spine",1
23,"Artist",1
24,"gamedev",1
27,"Маркетинг услуг",1
41,"Активность",1
46,"MS Access",1
60,"Администрирование",1
104,"Moodle",1
69,"Маркетинг",1
72,"Adobe Lightroom",1
73,"Фотография",1
74,"Портретная фотосъемка",1
75,"Мониторинг видеооборудования",1
77,"Сети",1
78,"Zabbix",1
79,"PRTG",1
92,"Анализ данных",1
94,"R-Keeper",1
100,"Лидерские качества",1
101,"Оценка потребностей клиентов",1
160,"Собеседование",1
161,"1С: Управление персоналом",1
166,"Visual Basic",1
224,"E-Mail Marketing",1
208,"Умение расставлять приоритеты",1
210,"ITSM",1
213,"Организация рабочих мест",1
214,"1C: Бухгалтерия",1
215,"MS Internet Explorer",1
217,"Мониторинг цен",1
218,"Редакторская деятельность",1
219,"Редактирование",1
220,"Литературное редактирование",1
221,"Журналистика",1
222,"Написание рекламных статей",1
223,"Знание устройства автомобиля",1
225,"План продвижения",1
167,"оформление документации",1
226,"Мотивация",1
227,"Продвижение в социальных группах",1
229,"Навыки продаж",1
230,"базовые знания сетевых технологий",1
231,"Уверенная грамотная речь",1
232,"умение вести диалог",1
234,"пунктуальность",1
235,"жизнерадостность",1
237,"PostgreSQL",1
240,"GPON",1
241,"построение сетей",1
242,"Электрические системы и слаботочные системы",1
205,"навыки межличностного делового общения",1
204,"умение работать в режиме многозадачности",1
202,"MS Project",1
201,"Google Docs",1
170,"Bash",1
171,"Организаторские навыки",1
172,"Административная поддержка руководителя",1
176,"Верстка",1
179,"Обеспечение жизнедеятельности офиса",1
180,"Adobe Illustrator",1
181,"Adobe InDesign",1
182,"Графический дизайн",1
184,"Прием посетителей",1
185,"Прием и распределение звонков",1
186,"Организация встреч",1
187,"Планирование рабочего дня руководителя",1
188,"Организация деловых поездок",1
189,"Протоколирование",1
190,"регистрация документации",1
191,"Исполнение личных поручений руководителя",1
192,"Составление договоров",1
193,"Организация совещаний",1
194,"исполнение поручений руководителя",1
195,"Контроль исполнения решений",1
196,"Планирование",1
197,"Техническая грамотность",1
198,"Интернет-сервис",1
199,"Веб-аналитика",1
200,"Инициативность",1
365,"MS SQL",1
